,Occupation text,Area text,Job characteristic code
8909,"Personal service managers, entertainment managers, except gambling; and managers, all other",NH,20
8910,"Personal service managers, entertainment managers, except gambling; and managers, all other",NJ,19
8911,"Personal service managers, entertainment managers, except gambling; and managers, all other",NM,17
8912,"Personal service managers, entertainment managers, except gambling; and managers, all other",NV,14
8913,"Personal service managers, entertainment managers, except gambling; and managers, all other",NY,51
8914,"Personal service managers, entertainment managers, except gambling; and managers, all other",OH,63
8915,"Personal service managers, entertainment managers, except gambling; and managers, all other",OK,22
8916,"Personal service managers, entertainment managers, except gambling; and managers, all other",OR,35
8917,"Personal service managers, entertainment managers, except gambling; and managers, all other",PA,36
8918,"Personal service managers, entertainment managers, except gambling; and managers, all other",RI,10
8919,"Personal service managers, entertainment managers, except gambling; and managers, all other",SC,12
8920,"Personal service managers, entertainment managers, except gambling; and managers, all other",SD,12
8921,"Personal service managers, entertainment managers, except gambling; and managers, all other",TN,66
8922,"Personal service managers, entertainment managers, except gambling; and managers, all other",TX,87
8923,"Personal service managers, entertainment managers, except gambling; and managers, all other",UT,15
8924,"Personal service managers, entertainment managers, except gambling; and managers, all other",VA,28
8925,"Personal service managers, entertainment managers, except gambling; and managers, all other",WA,48
8926,"Personal service managers, entertainment managers, except gambling; and managers, all other",WI,65
8927,"Personal service managers, entertainment managers, except gambling; and managers, all other",WV,8
8928,"Personal service managers, entertainment managers, except gambling; and managers, all other",WY,12
8929,Petroleum engineers,OK,10
8930,Petroleum engineers,TX,7
8931,"Petroleum pump system operators, refinery operators, and gaugers",LA,6
8932,"Petroleum pump system operators, refinery operators, and gaugers",OK,4
8933,"Petroleum pump system operators, refinery operators, and gaugers",TX,2
8934,Pharmacists,AK,4
8935,Pharmacists,AL,16
8936,Pharmacists,AR,20
8937,Pharmacists,AZ,4
8938,Pharmacists,CA,41
8939,Pharmacists,CO,17
8940,Pharmacists,CT,13
8941,Pharmacists,DC,3
8942,Pharmacists,DE,3
8943,Pharmacists,FL,48
8944,Pharmacists,GA,19
8945,Pharmacists,HI,2
8946,Pharmacists,IA,16
8947,Pharmacists,ID,10
8948,Pharmacists,IL,13
8949,Pharmacists,IN,11
8950,Pharmacists,KS,20
8951,Pharmacists,KY,35
8952,Pharmacists,LA,25
8953,Pharmacists,MA,15
8954,Pharmacists,MD,6
8955,Pharmacists,ME,4
8956,Pharmacists,MI,22
8957,Pharmacists,MN,13
8958,Pharmacists,MO,28
8959,Pharmacists,MS,20
8960,Pharmacists,MT,5
8961,Pharmacists,NC,52
8962,Pharmacists,ND,3
8963,Pharmacists,NE,20
8964,Pharmacists,NH,3
8965,Pharmacists,NJ,5
8966,Pharmacists,NM,15
8967,Pharmacists,NV,15
8968,Pharmacists,NY,53
8969,Pharmacists,OH,66
8970,Pharmacists,OK,20
8971,Pharmacists,OR,16
8972,Pharmacists,PA,44
8973,Pharmacists,RI,10
8974,Pharmacists,SC,26
8975,Pharmacists,SD,10
8976,Pharmacists,TN,30
8977,Pharmacists,TX,46
8978,Pharmacists,UT,20
8979,Pharmacists,VA,22
8980,Pharmacists,VT,2
8981,Pharmacists,WA,10
8982,Pharmacists,WI,28
8983,Pharmacists,WV,15
8984,Pharmacists,WY,5
8985,Pharmacy aides,CA,5
8986,Pharmacy aides,CO,3
8987,Pharmacy aides,IL,4
8988,Pharmacy aides,IN,5
8989,Pharmacy aides,MI,4
8990,Pharmacy aides,NY,7
8991,Pharmacy aides,OH,7
8992,Pharmacy aides,PA,2
8993,Pharmacy aides,UT,3
8994,Pharmacy aides,WI,4
8995,Pharmacy technicians,AK,6
8996,Pharmacy technicians,AL,12
8997,Pharmacy technicians,AR,21
8998,Pharmacy technicians,AZ,11
8999,Pharmacy technicians,CA,53
9000,Pharmacy technicians,CO,32
9001,Pharmacy technicians,CT,6
9002,Pharmacy technicians,DC,3
9003,Pharmacy technicians,DE,3
9004,Pharmacy technicians,FL,45
9005,Pharmacy technicians,GA,10
9006,Pharmacy technicians,HI,12
9007,Pharmacy technicians,IA,35
9008,Pharmacy technicians,ID,16
9009,Pharmacy technicians,IL,16
9010,Pharmacy technicians,IN,32
9011,Pharmacy technicians,KS,28
9012,Pharmacy technicians,KY,42
9013,Pharmacy technicians,LA,34
9014,Pharmacy technicians,MA,9
9015,Pharmacy technicians,MD,8
9016,Pharmacy technicians,MI,31
9017,Pharmacy technicians,MN,17
9018,Pharmacy technicians,MO,38
9019,Pharmacy technicians,MS,22
9020,Pharmacy technicians,MT,8
9021,Pharmacy technicians,NC,31
9022,Pharmacy technicians,ND,7
9023,Pharmacy technicians,NE,19
9024,Pharmacy technicians,NH,4
9025,Pharmacy technicians,NJ,3
9026,Pharmacy technicians,NM,24
9027,Pharmacy technicians,NV,23
9028,Pharmacy technicians,NY,27
9029,Pharmacy technicians,OH,80
9030,Pharmacy technicians,OK,28
9031,Pharmacy technicians,OR,20
9032,Pharmacy technicians,PA,38
9033,Pharmacy technicians,RI,8
9034,Pharmacy technicians,SC,25
9035,Pharmacy technicians,SD,7
9036,Pharmacy technicians,TN,36
9037,Pharmacy technicians,TX,67
9038,Pharmacy technicians,UT,32
9039,Pharmacy technicians,VA,16
9040,Pharmacy technicians,WA,14
9041,Pharmacy technicians,WI,41
9042,Pharmacy technicians,WV,11
9043,Pharmacy technicians,WY,8
9044,Phlebotomists,AL,2
9045,Phlebotomists,AR,5
9046,Phlebotomists,CA,4
9047,Phlebotomists,CO,6
9048,Phlebotomists,FL,5
9049,Phlebotomists,GA,3
9050,Phlebotomists,ID,3
9051,Phlebotomists,IN,4
9052,Phlebotomists,KY,2
9053,Phlebotomists,LA,10
9054,Phlebotomists,MA,1
9055,Phlebotomists,MS,2
9056,Phlebotomists,MT,3
9057,Phlebotomists,NC,10
9058,Phlebotomists,NM,3
9059,Phlebotomists,NY,3
9060,Phlebotomists,OH,6
9061,Phlebotomists,PA,2
9062,Phlebotomists,SC,5
9063,Phlebotomists,TN,2
9064,Phlebotomists,UT,3
9065,Phlebotomists,VA,5
9066,Phlebotomists,WI,4
9067,Phlebotomists,WV,5
9068,Photographers,AR,5
9069,Photographers,LA,5
9070,Physical therapist assistants,FL,11
9071,Physical therapist assistants,IL,2
9072,Physical therapist assistants,IN,6
9073,Physical therapist assistants,MI,8
9074,Physical therapist assistants,NC,8
9075,Physical therapist assistants,NY,4
9076,Physical therapist assistants,OH,15
9077,Physical therapist assistants,SC,3
9078,Physical therapist assistants,VA,10
9079,Physical therapist assistants,WI,6
9080,Physical therapist assistants,WV,3
9081,Physical therapists,AR,6
9082,Physical therapists,CA,1
9083,Physical therapists,CT,14
9084,Physical therapists,FL,21
9085,Physical therapists,IL,9
9086,Physical therapists,IN,8
9087,Physical therapists,KS,4
9088,Physical therapists,LA,6
9089,Physical therapists,MA,10
9090,Physical therapists,ME,4
9091,Physical therapists,MI,6
9092,Physical therapists,MN,1
9093,Physical therapists,MO,3
9094,Physical therapists,NC,15
9095,Physical therapists,ND,1
9096,Physical therapists,NE,2
9097,Physical therapists,NH,3
9098,Physical therapists,NJ,3
9099,Physical therapists,NY,46
9100,Physical therapists,OH,28
9101,Physical therapists,OK,12
9102,Physical therapists,PA,15
9103,Physical therapists,RI,10
9104,Physical therapists,SC,19
9105,Physical therapists,SD,2
9106,Physical therapists,TX,21
9107,Physical therapists,VA,13
9108,Physical therapists,VT,2
9109,Physical therapists,WI,19
9110,Physical therapists,WV,3
9111,Physician assistants,CT,1
9112,Physician assistants,FL,18
9113,Physician assistants,ID,6
9114,Physician assistants,MA,10
9115,Physician assistants,MT,3
9116,Physician assistants,NC,28
9117,Physician assistants,NH,3
9118,Physician assistants,NJ,2
9119,Physician assistants,NM,3
9120,Physician assistants,NV,6
9121,Physician assistants,NY,7
9122,Physician assistants,RI,5
9123,Physician assistants,SC,10
9124,Physician assistants,UT,6
9125,Physician assistants,VA,3
9126,Physician assistants,WV,3
9127,Physician assistants,WY,3
9128,"Physicians, all other; and ophthalmologists, except pediatric",AK,3
9129,"Physicians, all other; and ophthalmologists, except pediatric",CA,6
9130,"Physicians, all other; and ophthalmologists, except pediatric",FL,25
9131,"Physicians, all other; and ophthalmologists, except pediatric",GA,8
9132,"Physicians, all other; and ophthalmologists, except pediatric",IL,3
9133,"Physicians, all other; and ophthalmologists, except pediatric",MD,5
9134,"Physicians, all other; and ophthalmologists, except pediatric",NC,24
9135,"Physicians, all other; and ophthalmologists, except pediatric",NJ,4
9136,"Physicians, all other; and ophthalmologists, except pediatric",NY,6
9137,"Physicians, all other; and ophthalmologists, except pediatric",OR,6
9138,"Physicians, all other; and ophthalmologists, except pediatric",PA,2
9139,"Physicians, all other; and ophthalmologists, except pediatric",SC,2
9140,"Physicians, all other; and ophthalmologists, except pediatric",VA,6
9141,Pipelayers,AR,3
9142,Pipelayers,FL,3
9143,Pipelayers,NC,11
9144,Pipelayers,OH,2
9145,Pipelayers,OK,3
9146,Pipelayers,SC,6
9147,Pipelayers,TX,3
9148,Pipelayers,VA,3
9149,Pipelayers,WV,3
9150,"Plant and system operators, all other",CO,2
9151,"Plating machine setters, operators, and tenders, metal and plastic",IN,3
9152,"Plating machine setters, operators, and tenders, metal and plastic",OH,3
9153,"Plating machine setters, operators, and tenders, metal and plastic",WI,3
9154,"Plumbers, pipefitters, and steamfitters",AK,2
9155,"Plumbers, pipefitters, and steamfitters",AL,21
9156,"Plumbers, pipefitters, and steamfitters",AR,14
9157,"Plumbers, pipefitters, and steamfitters",AZ,6
9158,"Plumbers, pipefitters, and steamfitters",CA,34
9159,"Plumbers, pipefitters, and steamfitters",CO,13
9160,"Plumbers, pipefitters, and steamfitters",CT,8
9161,"Plumbers, pipefitters, and steamfitters",DC,3
9162,"Plumbers, pipefitters, and steamfitters",DE,5
9163,"Plumbers, pipefitters, and steamfitters",FL,45
9164,"Plumbers, pipefitters, and steamfitters",GA,10
9165,"Plumbers, pipefitters, and steamfitters",HI,10
9166,"Plumbers, pipefitters, and steamfitters",IA,5
9167,"Plumbers, pipefitters, and steamfitters",ID,4
9168,"Plumbers, pipefitters, and steamfitters",IL,14
9169,"Plumbers, pipefitters, and steamfitters",IN,22
9170,"Plumbers, pipefitters, and steamfitters",KS,16
9171,"Plumbers, pipefitters, and steamfitters",KY,14
9172,"Plumbers, pipefitters, and steamfitters",LA,17
9173,"Plumbers, pipefitters, and steamfitters",MA,10
9174,"Plumbers, pipefitters, and steamfitters",MD,6
9175,"Plumbers, pipefitters, and steamfitters",MI,19
9176,"Plumbers, pipefitters, and steamfitters",MN,11
9177,"Plumbers, pipefitters, and steamfitters",MO,20
9178,"Plumbers, pipefitters, and steamfitters",MS,12
9179,"Plumbers, pipefitters, and steamfitters",MT,10
9180,"Plumbers, pipefitters, and steamfitters",NC,50
9181,"Plumbers, pipefitters, and steamfitters",ND,6
9182,"Plumbers, pipefitters, and steamfitters",NE,12
9183,"Plumbers, pipefitters, and steamfitters",NH,2
9184,"Plumbers, pipefitters, and steamfitters",NM,10
9185,"Plumbers, pipefitters, and steamfitters",NV,18
9186,"Plumbers, pipefitters, and steamfitters",NY,21
9187,"Plumbers, pipefitters, and steamfitters",OH,47
9188,"Plumbers, pipefitters, and steamfitters",OK,19
9189,"Plumbers, pipefitters, and steamfitters",OR,6
9190,"Plumbers, pipefitters, and steamfitters",PA,8
9191,"Plumbers, pipefitters, and steamfitters",RI,8
9192,"Plumbers, pipefitters, and steamfitters",SC,24
9193,"Plumbers, pipefitters, and steamfitters",SD,5
9194,"Plumbers, pipefitters, and steamfitters",TN,20
9195,"Plumbers, pipefitters, and steamfitters",TX,27
9196,"Plumbers, pipefitters, and steamfitters",UT,26
9197,"Plumbers, pipefitters, and steamfitters",VA,25
9198,"Plumbers, pipefitters, and steamfitters",WA,9
9199,"Plumbers, pipefitters, and steamfitters",WI,17
9200,"Plumbers, pipefitters, and steamfitters",WV,17
