Title,Agency,Department,SalaryDisplay,DocumentID,PositionID,Location,DateDisplay,WorkSchedule,WorkType,ClockDisplay,ShowMapIcon,LocationLatitude,LocationLongitude,HiringPath,LowGrade,HighGrade,JobGrade,LocationName,PositionLocationCount,PositionURI,Relocation,MinimumRange,PositionEndDate,SubAgency
SUPPORT SERVICES SPECIALIST (TITLE 32),Air National Guard Units,Department of the Air Force,"Starting at $53,977 (GS 9)",621856400,MO-11290439-AF-21-393,"Whiteman AFB, Missouri",Open 11/10/2021 to 12/10/2021,Full-time,Excepted Service Permanent,,True,38.7401,-93.572,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",9,9,GS,"Whiteman AFB, Missouri",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621856400,False,53977.0,2021-12-10T23:59:59.9970,
OPERATIONS SUPPORT SPECIALIST,Citizenship and Immigration Services,Department of Homeland Security,"Starting at $40,749 (GS 05-09)",621194400,N14-2022-0001,"Newark, New Jersey",Open 11/08/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,40.73197,-74.17419,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}]",05,09,GS,"Newark, New Jersey",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621194400,False,40749.0,2021-11-17T23:59:59.9970,Newark NJ Field Office
JOINT OPERATIONS CENTER TECHNICIAN,Army National Guard Units,Department of the Army,"Starting at $43,683 (GS 7)",597284500,MT-11078994-AR-21-055,"Helena, Montana",Open 04/03/2021 to 11/30/2021,Full-time,This position is indefinite with possible permanent status (may be converted to permanent status without further competition).,,True,46.58976,-112.0212,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",7,7,GS,"Helena, Montana",1,https://www.usajobs.gov:443/GetJob/ViewDetails/597284500,False,43683.0,2021-11-30T23:59:59.9970,Montana Army National Guard - J3/7
Lead Occupational Therapist (CLC),Veterans Health Administration,Department of Veterans Affairs,"Starting at $99,319 (GS 13)",618989300,CAZM-11277238-22-KH,"Dallas, Texas",Open 10/26/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,32.7781563,-96.7954,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",13,13,GS,"Dallas, Texas",1,https://www.usajobs.gov:443/GetJob/ViewDetails/618989300,False,99319.0,2021-11-17T23:59:59.9970,VA North Texas Health Care System (VANTHCS)
Supervisory Dietitian (Food Service Manager),Veterans Health Administration,Department of Veterans Affairs,"Starting at $85,935 (GS 12)",622218200,HN-11297334-22-NF,"Hines, Illinois",Open 11/15/2021 to 11/24/2021,Full-time,Permanent,job-closing-in-7,True,41.8621025,-87.8409,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",12,12,GS,"Hines, Illinois",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622218200,False,85935.0,2021-11-24T23:59:59.9970,
Supervisory Dietitian (Food Service Manager),Veterans Health Administration,Department of Veterans Affairs,"Starting at $85,935 (GS 12)",622221300,HN-11297447-22-NF,"Hines, Illinois",Open 11/15/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,41.8621025,-87.8409,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",12,12,GS,"Hines, Illinois",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622221300,False,85935.0,2021-11-19T23:59:59.9970,
COMPUTER ASSISTANT,Army National Guard Units,Department of the Army,"Starting at $43,683 (GS 7)",620744600,MN-11288527-AR-22-064,"New Ulm, Minnesota",Open 11/04/2021 to 11/18/2021,Full-time,Term,job-closing-in-2,True,44.3122,-94.4611,"[{'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}]",7,7,GS,"New Ulm, Minnesota",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620744600,False,43683.0,2021-11-18T23:59:59.9970,
Supervisory Fish Biologist,U.S. Fish and Wildlife Service,Department of the Interior,"Starting at $98,334 (GS 13)",619555000,R1-22-11281246-TC-MP,"Vancouver, Washington",Open 11/03/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,45.6322136,-122.671547,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"Vancouver, Washington",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619555000,True,98334.0,2021-11-17T23:59:59.9970,Columbia River Fisheries Program Office
Pharmacist Clinical Specialist -  Inpatient Psychiatry Unit,Veterans Health Administration,Department of Veterans Affairs,"Starting at $118,376 (GS 13)",619907100,CBSU-11283439-22-LML,"Salt Lake City, Utah",Open 11/01/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,40.75952,-111.888229,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",13,13,GS,"Salt Lake City, Utah",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619907100,False,118376.0,2021-11-22T23:59:59.9970,
Pharmacist Clinical Specialist - Inpatient Psychiatry Unit,Veterans Health Administration,Department of Veterans Affairs,"Starting at $118,376 (GS 13)",619913900,CBSU-11283440-22-LML,"Salt Lake City, Utah",Open 11/01/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,40.75952,-111.888229,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GS,"Salt Lake City, Utah",1,https://www.usajobs.gov:443/GetJob/ViewDetails/619913900,False,118376.0,2021-11-22T23:59:59.9970,
FINANCIAL ANALYST,Air National Guard Units,Department of the Air Force,"Starting at $53,433 (GS 9)",613901700,MT-11231478-AF-21-539,"Great Falls, Montana",Open 11/04/2021 to 12/04/2021,Full-time,This position is indefinite with possible permanent status (may be converted to permanent status without further competition).,,True,47.5071449,-111.306076,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",9,9,GS,"Great Falls, Montana",1,https://www.usajobs.gov:443/GetJob/ViewDetails/613901700,False,53433.0,2021-12-04T23:59:59.9970,Montana Air National Guard - 120 OPS GP
INSPECTOR GENERAL (AIR FORCE / AIR NATIONAL GUARD),Army National Guard Units,Department of the Army,"Starting at $77,488 (GS 12)",618756600,NV-11275847-AF-21-134,"Carson City, Nevada",Open 10/25/2021 to 11/28/2021,Full-time,Permanent,,True,39.1649,-119.767,"[{'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}]",12,12,GS,"Carson City, Nevada",1,https://www.usajobs.gov:443/GetJob/ViewDetails/618756600,False,77488.0,2021-11-28T23:59:59.9970,"State HQ, NEVADA AIR NATIONAL GUARD"
CONTRACT SPECIALIST,Army National Guard Units,Department of the Army,"Starting at $86,657 (GS 12)",620021600,AK-11284055-T5-22-010-B,"Fort Richardson, Alaska",Open 11/01/2021 to 11/16/2021,Full-time,Permanent,,True,61.2589149,-149.599243,"[{'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}]",12,12,GS,"Fort Richardson, Alaska",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620021600,True,86657.0,2021-11-16T23:59:59.9970,
Social Worker (HUD/VASH Case Manager/Housing Specialist),Veterans Health Administration,Department of Veterans Affairs,"Starting at $53,433 (GS 9-11)",618986900,CBTA-11276348-22-RY,"Jacksonville, North Carolina",Open 10/26/2021 to 11/16/2021,Full-time,Permanent,,True,34.74929,-77.42105,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",9,11,GS,"Jacksonville, North Carolina",1,https://www.usajobs.gov:443/GetJob/ViewDetails/618986900,False,53433.0,2021-11-16T23:59:59.9970,
Social Worker (HUD/VASH Case Manager/Housing Specialist),Veterans Health Administration,Department of Veterans Affairs,"Starting at $64,649 (GS 11)",618987300,CBTA-11276349-22-RY,"Jacksonville, North Carolina",Open 10/26/2021 to 11/16/2021,Full-time,Permanent,,True,34.74929,-77.42105,"[{'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",11,11,GS,"Jacksonville, North Carolina",1,https://www.usajobs.gov:443/GetJob/ViewDetails/618987300,False,64649.0,2021-11-16T23:59:59.9970,
HOUSING ASSISTANT,Veterans Health Administration,Department of Veterans Affairs,"Starting at $35,265 (GS 5)",620008500,CBTB-11239953-22-VDC,"Tuskegee, Alabama",Open 11/01/2021 to 11/23/2021,Full-time,Permanent,job-closing-in-7,True,32.4241,-85.6898,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",5,5,GS,"Tuskegee, Alabama",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620008500,False,35265.0,2021-11-23T23:59:59.9970,Central Alabama Veterans Health Care System (CAVHCS)
Prosthetic Representative Service Chief,Veterans Health Administration,Department of Veterans Affairs,"Starting at $100,940 (GS 13)",620781000,CBSV-11287629-22-JSP,"Seattle, Washington",Open 11/04/2021 to 11/29/2021,Full-time,Permanent,,True,47.60358,-122.329453,"[{'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"Seattle, Washington",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620781000,True,100940.0,2021-11-29T23:59:59.9970,
FUEL DISTRIBUTION SYSTEMS OPERATOR (TITLE 32),Air National Guard Units,Department of the Air Force,Starting at $27.88 (WG 10),621031000,OR-11288838-AF-22-010,"Portland, Oregon",Open 11/05/2021 to 12/06/2021,Full-time,Indefinite with Conversion Rights,,True,45.511795,-122.675629,"[{'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}]",10,10,WG,"Portland, Oregon",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621031000,False,27.88,2021-12-06T23:59:59.9970,142 Wing
Health System Specialist,Veterans Health Administration,Department of Veterans Affairs,"Starting at $82,694 (GS 12)",621289800,CBSV-11285197-22-HN,"Portland, Oregon",Open 11/08/2021 to 11/19/2021,Full-time,Permanent,job-closing-in-2,True,45.511795,-122.675629,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",12,12,GS,"Portland, Oregon",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621289800,False,82694.0,2021-11-19T23:59:59.9970,
FUEL DISTRIBUTION SYTSEM OPERATOR,Air National Guard Units,Department of the Air Force,Starting at $25.28 (WG 10),621303800,MS-11291658-AF-21-081,"Flowood, Mississippi",Open 11/08/2021 to 11/22/2021,Full-time,INDEFINITE,job-closing-in-7,True,32.3117256,-90.13994,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}]",10,10,WG,"Flowood, Mississippi",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621303800,False,25.28,2021-11-22T23:59:59.9970,172 AW
Research Nurse Study Coordinator,Veterans Health Administration,Department of Veterans Affairs,"Starting at $53,472 (AD 00)",621401600,CBTA-11285077-22-ADS,"Asheville, North Carolina",Open 11/09/2021 to 11/24/2021,Full-time,"Term Not to Exceed (Min 1 year 1 day, Max 4 years)",job-closing-in-7,True,35.59846,-82.55315,"[{'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}]",00,00,AD,"Asheville, North Carolina",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621401600,False,53472.0,2021-11-24T23:59:59.9970,
Oracle Database Administrator NF4,U.S. Marine Corps,Department of the Navy,"Starting at $87,000 (NF 04)",621725600,53280,"Quantico, Virginia",Open 11/10/2021 to 12/01/2021,Full-time,Permanent,,True,38.5221,-77.2909,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",04,04,NF,"Quantico, Virginia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621725600,False,87000.0,2021-12-01T23:59:59.9970,BUSINESS AND SUPPORT SERVICES
Facility Services Assistant,U.S. Army Corps of Engineers,Department of the Army,"Starting at $53,433 (GS 9)",622229500,WTHF214437566934HW,"Bridgeport, Washington",Open 11/15/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,48.0073853,-119.670029,"[{'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",9,9,GS,"Bridgeport, Washington",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622229500,False,53433.0,2021-11-22T23:59:59.9970,"Operations Division, Chief Joseph Dam Project Office"
Supervisory Health Systems Specialist (Credentialing & Privileging Manager),Veterans Health Administration,Department of Veterans Affairs,"Starting at $77,488 (GS 12)",622283200,CARZ-11296177-22-SMH,"White River Junction, Vermont",Open 11/16/2021 to 11/29/2021,Full-time,Permanent,,True,43.6517944,-72.31854,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",12,12,GS,"White River Junction, Vermont",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622283200,False,77488.0,2021-11-29T23:59:59.9970,
VISN 22 Deputy Network Director (Health System Administrator),Veterans Health Administration,Department of Veterans Affairs,"Starting at $146,260 (GS 15)",622495400,CBSX-11298944-22-CKQ,"Long Beach, California",Open 11/16/2021 to 12/07/2021,Full-time,Permanent,,True,33.7667236,-118.1924,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",15,15,GS,"Long Beach, California",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622495400,True,146260.0,2021-12-07T23:59:59.9970,VISN 22 Network Director
Technical Information Specialist,Pacific Air Forces,Department of the Air Force,Starting at $23 (NF 4),620457000,219EFSDL444534,"Eielson AFB, Alaska",Open 11/03/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,64.67567,-147.058685,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",4,4,NF,"Eielson AFB, Alaska",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620457000,False,23.0,2021-11-17T23:59:59.9970,354th Force Support Squadron
Management & Program Analyst,Animal and Plant Health Inspection Service,Department of Agriculture,"Starting at $60,129 (GS 9)",621524800,MP-11286773-22-PQ,"Washington, District of Columbia",Open 11/10/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,38.8904,-77.032,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",9,9,GS,"Washington, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621524800,False,60129.0,2021-11-17T23:59:59.9970,
Supervisory Diagnostic Radiologic Technologist,Veterans Health Administration,Department of Veterans Affairs,"Starting at $69,137 (GS 11)",622106400,CBTC-11291611-22-JDN,"Tallahassee, Florida",Open 11/15/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,30.4397755,-84.28065,"[{'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",11,11,GS,"Tallahassee, Florida",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622106400,False,69137.0,2021-11-22T23:59:59.9970,
Contract Administrator (Deployable),Defense Contract Management Agency,Department of Defense,"Starting at $69,684 (GS 11)",620435100,DCMA-P7-22-11257798-DH,"Fort Worth, Texas",Open 11/03/2021 to 11/16/2021,Full-time,Permanent,,True,32.74863,-97.32925,"[{'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,11,GS,"Fort Worth, Texas",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620435100,False,69684.0,2021-11-16T23:59:59.9970,DCMA Central (P7)
Contract Administrator,Defense Contract Management Agency,Department of Defense,"Starting at $55,756 (GS 11)",621677600,DCMA-P3-22-11244492-MP,"Huntingdon, United Kingdom",Open 11/10/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,52.3351,-0.189305,"[{'Code': 'overseas', 'Tooltip': 'Jobs open to family members of a federal employee or uniformed service member who is or was, working overseas.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}]",11,11,GS,"Huntingdon, United Kingdom",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621677600,True,55756.0,2021-11-22T23:59:59.9970,DCMA International (P3)
Contract Administrator,Defense Contract Management Agency,Department of Defense,"Starting at $69,684 (GS 11)",622293800,DCMA-P7-22-11296171-DH,"Grand Prairie, Texas",Open 11/16/2021 to 11/30/2021,Full-time,Permanent,,True,32.7477,-97.0072,"[{'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,11,GS,"Grand Prairie, Texas",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622293800,False,69684.0,2021-11-30T23:59:59.9970,DCMA Central Region (P7)
Contract Administrator (Deployable),Defense Contract Management Agency,Department of Defense,"Starting at $65,106 (GS 11)",622487800,DCMA-P7-22-11293970-DH,"San Antonio, Texas",Open 11/16/2021 to 11/29/2021,Full-time,Permanent,,True,29.42449,-98.49462,"[{'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,11,GS,"San Antonio, Texas",1,https://www.usajobs.gov:443/GetJob/ViewDetails/622487800,False,65106.0,2021-11-29T23:59:59.9970,DCMA Central Region (P7)
